date,equipo_local_norm,equipo_visitante_norm,goles_local_num,goles_visitante_num,ranking_local,ranking_visitante,local_lastN_matches,local_lastN_wins,local_lastN_winrate,local_lastN_goals_for,local_lastN_goals_against,local_lastN_remates_total,local_lastN_remates_puerta,local_lastN_possession_avg,visitante_lastN_matches,visitante_lastN_wins,visitante_lastN_winrate,visitante_lastN_goals_for,visitante_lastN_goals_against,visitante_lastN_remates_total,visitante_lastN_remates_puerta,visitante_lastN_possession_avg,total_goles_partido,diferencia_goles_partido,resultado_texto,peso
2024-07-01,talleres (re),quilmes,1,0,0.18918918918918914,0.8648648648648649,6,1,0.167,4,7,59,19,48.0,6,1,0.167,4,9,33,10,48.667,1,1,gana_local,1
2024-06-30,colon,atlanta,1,1,0.3513513513513513,0.4864864864864865,6,2,0.333,3,5,58,22,51.333,6,3,0.5,5,5,58,26,49.333,2,0,empate,1
2024-06-30,san martin tuc,deportivo maipu,2,1,1.0,0.43243243243243246,6,3,0.5,4,2,36,13,54.5,6,3,0.5,8,8,58,21,49.0,3,1,gana_local,1
2024-06-30,ca mitre,atl rafaela,2,0,0.8108108108108107,0.29729729729729726,6,2,0.333,4,3,44,13,48.167,6,1,0.167,2,8,35,11,51.5,2,2,gana_local,1
2024-06-30,estudiantes rio cuarto,defensores unidos,2,1,0.18918918918918914,0.027027027027026973,6,2,0.333,3,6,35,10,49.667,6,1,0.167,3,4,25,9,44.667,3,1,gana_local,1
2024-06-30,san martin sj,club a guemes,1,0,0.972972972972973,0.6486486486486487,6,4,0.667,6,0,48,13,53.333,6,2,0.333,2,3,48,22,47.833,1,1,gana_local,1
2024-06-30,gimnasia y tiro,san telmo,0,3,0.7567567567567568,0.7297297297297297,6,1,0.167,2,4,42,19,47.167,6,2,0.333,5,3,48,17,51.5,3,-3,gana_visitante,1
2024-06-30,nueva chicago,def de belgrano,0,0,0.8918918918918919,0.5405405405405406,6,4,0.667,8,4,52,22,50.167,6,2,0.333,3,6,30,12,48.333,0,0,empate,1
2024-06-30,aldosivi,deportivo madryn,1,0,0.7567567567567568,0.8918918918918919,6,4,0.667,8,2,76,34,50.333,6,4,0.667,6,0,35,15,57.0,1,1,gana_local,1
2024-06-30,deportivo moron,almagro,0,0,0.16216216216216217,0.2432432432432432,6,1,0.167,2,6,20,10,49.667,6,0,0.0,4,7,47,16,47.833,0,0,empate,1
2024-06-30,guillermo brown,alvarado,0,0,0.0,0.1351351351351351,6,2,0.333,5,6,40,20,44.667,6,3,0.5,6,7,56,29,49.5,0,0,empate,1
2024-06-30,tristan suarez,alte brown,2,2,0.5405405405405406,0.29729729729729726,6,3,0.5,6,4,57,20,49.667,6,2,0.333,3,3,42,15,49.0,4,0,empate,1
2024-06-30,arsenal sarandi,gimnasia jujuy,0,1,0.10810810810810811,0.7027027027027026,6,1,0.167,2,7,59,19,52.0,6,3,0.5,8,5,33,15,55.667,1,-1,gana_visitante,1
2024-06-30,chacarita,ferro carril oeste,1,1,0.05405405405405406,0.4864864864864865,6,3,0.5,8,6,43,17,50.0,6,2,0.333,9,9,43,20,51.667,2,0,empate,1
2024-06-29,ca estudiantes,san miguel,1,1,0.5405405405405406,0.32432432432432434,6,3,0.5,8,4,39,19,46.667,6,3,0.5,4,5,49,18,48.667,2,0,empate,1
2024-06-29,agropecuario,racing cordoba,2,4,0.6216216216216216,0.6756756756756757,6,2,0.333,5,8,49,27,48.667,6,1,0.167,5,6,55,18,49.167,6,-2,gana_visitante,1
2024-06-29,all boys,patronato,1,0,0.7027027027027026,0.18918918918918914,6,2,0.333,4,7,40,15,50.333,6,2,0.333,6,3,46,24,49.667,1,1,gana_local,1
2024-06-29,gimnasia mendoza,chaco for ever,1,0,0.9459459459459459,0.05405405405405406,6,4,0.667,12,7,47,21,53.833,6,1,0.167,5,4,69,27,53.5,1,1,gana_local,1
2024-06-29,temperley,brown adrogue,1,0,0.2702702702702703,0.21621621621621623,6,4,0.667,9,4,44,22,52.0,6,0,0.0,1,5,44,15,48.167,1,1,gana_local,1
2024-06-24,atlanta,alte brown,1,0,0.45945945945945943,0.4054054054054054,6,3,0.5,5,5,53,23,50.167,6,2,0.333,3,4,41,16,49.5,1,1,gana_local,1
2024-06-23,atl rafaela,aldosivi,0,2,0.2432432432432432,0.7837837837837838,6,1,0.167,3,7,38,12,50.333,6,3,0.5,7,4,76,36,50.833,2,-2,gana_visitante,1
2024-06-23,ferro carril oeste,ca estudiantes,2,2,0.45945945945945943,0.5675675675675675,6,3,0.5,9,7,45,21,52.333,6,3,0.5,6,2,44,22,47.5,4,0,empate,1
2024-06-23,chaco for ever,gimnasia y tiro,0,1,0.05405405405405406,0.6756756756756757,6,1,0.167,5,4,57,22,52.0,6,1,0.167,3,4,51,21,48.0,1,-1,gana_visitante,1
2024-06-23,club a guemes,arsenal sarandi,0,1,0.6216216216216216,0.10810810810810811,6,2,0.333,2,3,44,20,48.0,6,1,0.167,2,7,58,19,52.167,1,-1,gana_visitante,1
2024-06-23,gimnasia jujuy,san martin tuc,2,0,0.7027027027027026,1.0,6,2,0.333,6,7,28,12,53.167,6,3,0.5,4,0,52,17,56.5,2,2,gana_local,1
2024-06-23,patronato,agropecuario,4,0,0.16216216216216217,0.5945945945945945,6,1,0.167,2,4,40,19,40.833,6,2,0.333,5,5,51,25,47.833,4,4,gana_local,1
2024-06-23,defensores unidos,colon,2,1,0.027027027027026973,0.3513513513513513,6,0,0.0,3,5,27,9,44.833,6,3,0.5,5,3,59,26,51.333,3,1,gana_local,1
2024-06-23,alvarado,san martin sj,0,0,0.10810810810810811,0.972972972972973,6,3,0.5,7,8,53,27,50.0,6,5,0.833,7,0,52,13,55.667,0,0,empate,1
2024-06-23,deportivo maipu,chacarita,0,2,0.29729729729729726,0.08108108108108103,6,4,0.667,9,6,54,21,47.5,6,2,0.333,7,8,43,13,50.667,2,-2,gana_visitante,1
2024-06-23,racing cordoba,guillermo brown,1,2,0.6756756756756757,0.0,6,1,0.167,4,4,45,13,48.333,6,1,0.167,3,6,38,18,44.0,3,-1,gana_visitante,1
2024-06-23,san telmo,ca mitre,0,0,0.7027027027027026,0.7567567567567568,6,3,0.5,7,4,46,17,52.5,6,2,0.333,4,3,48,11,47.833,0,0,empate,1
2024-06-22,temperley,quilmes,1,0,0.45945945945945943,0.8648648648648649,6,3,0.5,9,5,46,22,52.167,6,1,0.167,5,9,38,14,48.167,1,1,gana_local,1
2024-06-22,almagro,nueva chicago,1,2,0.2702702702702703,0.9189189189189189,6,0,0.0,3,8,40,13,46.5,6,3,0.5,6,5,42,15,50.667,3,-1,gana_visitante,1
2024-06-22,brown adrogue,deportivo moron,0,0,0.18918918918918914,0.08108108108108103,6,0,0.0,2,7,38,14,45.5,6,1,0.167,2,6,22,11,50.0,0,0,empate,1
2024-06-22,def de belgrano,gimnasia mendoza,0,1,0.4864864864864865,0.9459459459459459,6,3,0.5,5,5,26,12,47.833,6,3,0.5,11,8,54,26,55.333,1,-1,gana_visitante,1
2024-06-22,deportivo madryn,estudiantes rio cuarto,1,0,0.8918918918918919,0.32432432432432434,6,3,0.5,6,1,39,18,57.0,6,3,0.5,5,6,48,14,52.5,1,1,gana_local,1
2024-06-22,san miguel,talleres (re),0,0,0.4054054054054054,0.2432432432432432,6,4,0.667,5,5,37,15,43.0,6,1,0.167,4,7,62,22,48.167,0,0,empate,1
2024-06-22,tristan suarez,all boys,1,0,0.5135135135135135,0.7567567567567568,6,3,0.5,7,5,53,20,48.833,6,2,0.333,4,6,45,19,49.833,1,1,gana_local,1
2024-06-12,gimnasia jujuy,chacarita,0,1,0.7837837837837838,0.10810810810810811,6,3,0.5,8,6,33,17,53.833,6,1,0.167,6,8,37,13,50.5,1,-1,gana_visitante,1
2024-06-11,atl rafaela,estudiantes rio cuarto,0,1,0.16216216216216217,0.2702702702702703,6,1,0.167,4,8,35,15,49.5,6,3,0.5,5,6,52,20,53.833,1,-1,gana_visitante,1
2024-06-09,chaco for ever,ca mitre,1,1,0.05405405405405406,0.8108108108108107,6,2,0.333,7,3,46,22,52.333,6,2,0.333,3,3,44,10,47.167,2,0,empate,1
2024-06-09,ferro carril oeste,talleres (re),0,1,0.43243243243243246,0.32432432432432434,6,4,0.667,12,7,56,26,53.667,6,0,0.0,4,8,60,23,48.0,1,-1,gana_visitante,1
2024-06-09,patronato,guillermo brown,0,0,0.32432432432432434,0.0,6,1,0.167,2,4,36,17,40.167,6,2,0.333,5,6,40,21,42.167,0,0,empate,1
2024-06-09,deportivo madryn,colon,0,0,0.8918918918918919,0.2702702702702703,6,3,0.5,7,3,51,23,55.667,6,4,0.667,9,3,67,34,52.0,0,0,empate,1
2024-06-09,alvarado,arsenal sarandi,2,1,0.08108108108108103,0.10810810810810811,6,3,0.5,6,7,46,23,48.833,6,1,0.167,1,7,54,14,54.5,3,1,gana_local,1
2024-06-09,club a guemes,san martin tuc,0,0,0.5675675675675675,1.0,6,2,0.333,3,6,39,19,47.167,6,4,0.667,5,0,53,17,54.5,0,0,empate,1
2024-06-09,defensores unidos,alte brown,0,1,0.0,0.2432432432432432,6,0,0.0,3,7,35,14,43.833,6,1,0.167,2,5,51,18,49.833,1,-1,gana_visitante,1
2024-06-09,deportivo maipu,ca estudiantes,1,0,0.21621621621621623,0.5945945945945945,6,3,0.5,8,8,55,22,46.667,6,4,0.667,7,1,37,19,46.333,1,1,gana_local,1
2024-06-09,racing cordoba,san martin sj,0,0,0.6756756756756757,0.972972972972973,6,2,0.333,5,4,36,10,49.167,6,6,1.0,9,1,53,15,54.0,0,0,empate,1
2024-06-09,brown adrogue,nueva chicago,0,0,0.16216216216216217,0.8918918918918919,6,0,0.0,2,11,40,14,46.333,6,4,0.667,7,5,44,18,51.167,0,0,empate,1
2024-06-08,temperley,deportivo moron,3,0,0.5675675675675675,0.10810810810810811,6,2,0.333,6,6,42,16,50.5,6,2,0.333,4,4,34,16,52.0,3,3,gana_local,1
2024-06-08,all boys,atlanta,1,0,0.7567567567567568,0.5135135135135135,6,1,0.167,3,6,42,17,49.667,6,3,0.5,5,6,53,22,50.833,1,1,gana_local,1
2024-06-08,san miguel,quilmes,1,0,0.29729729729729726,0.8648648648648649,6,4,0.667,5,5,36,13,43.667,6,1,0.167,5,9,36,15,49.0,1,1,gana_local,1
2024-06-08,almagro,gimnasia mendoza,2,2,0.16216216216216217,0.9459459459459459,6,1,0.167,2,6,40,11,46.333,6,3,0.5,9,6,67,27,54.833,4,0,empate,1
2024-06-08,def de belgrano,gimnasia y tiro,1,0,0.45945945945945943,0.7027027027027026,6,3,0.5,6,5,25,13,48.0,6,1,0.167,3,3,59,27,47.667,1,1,gana_local,1
2024-06-08,tristan suarez,agropecuario,2,1,0.6216216216216216,0.4864864864864865,6,2,0.333,5,5,43,15,50.167,6,2,0.333,4,4,55,25,49.0,3,1,gana_local,1
2024-06-04,agropecuario,all boys,2,1,0.4864864864864865,0.8378378378378378,6,1,0.167,3,5,47,18,49.167,6,1,0.167,3,5,36,15,49.333,3,1,gana_local,1
2024-06-03,atlanta,defensores unidos,1,1,0.45945945945945943,0.0,6,4,0.667,7,5,58,24,50.667,6,1,0.167,5,8,37,17,43.333,2,0,empate,1
2024-06-02,quilmes,ferro carril oeste,1,4,0.8648648648648649,0.32432432432432434,6,1,0.167,6,7,41,21,50.667,6,4,0.667,11,6,60,26,54.5,5,-3,gana_visitante,1
2024-06-02,estudiantes rio cuarto,san telmo,0,1,0.3513513513513513,0.7297297297297297,6,4,0.667,7,5,52,25,55.333,6,3,0.5,8,5,53,18,52.5,1,-1,gana_visitante,1
2024-06-02,san martin tuc,alvarado,1,0,1.0,0.21621621621621623,6,3,0.5,4,0,62,21,54.167,6,3,0.5,6,9,44,26,50.167,1,1,gana_local,1
2024-06-02,aldosivi,chaco for ever,1,1,0.7837837837837838,0.05405405405405406,6,3,0.5,6,3,75,34,51.167,6,2,0.333,6,3,39,18,52.167,2,0,empate,1
2024-06-02,ca mitre,def de belgrano,2,0,0.7567567567567568,0.5675675675675675,6,1,0.167,1,4,47,10,47.0,6,3,0.5,8,6,28,15,48.667,2,2,gana_local,1
2024-06-02,san martin sj,patronato,1,0,0.972972972972973,0.29729729729729726,6,5,0.833,8,1,43,10,52.333,6,1,0.167,3,4,39,20,41.333,1,1,gana_local,1
2024-06-02,deportivo moron,san miguel,0,1,0.10810810810810811,0.43243243243243246,6,2,0.333,4,5,33,17,50.833,6,3,0.5,4,6,43,18,45.5,1,-1,gana_visitante,1
2024-06-02,gimnasia mendoza,brown adrogue,3,1,0.9459459459459459,0.16216216216216217,6,3,0.5,7,5,65,23,53.833,6,1,0.167,3,9,49,17,46.667,4,2,gana_local,1
2024-06-02,gimnasia y tiro,almagro,1,1,0.7027027027027026,0.18918918918918914,6,1,0.167,2,2,53,24,47.0,6,1,0.167,1,8,41,11,46.667,2,0,empate,1
2024-06-02,ca estudiantes,gimnasia jujuy,1,0,0.43243243243243246,0.7297297297297297,6,3,0.5,7,2,43,18,48.5,6,3,0.5,8,5,38,20,52.333,1,1,gana_local,1
2024-06-02,guillermo brown,tristan suarez,2,1,0.0,0.6486486486486487,6,1,0.167,3,5,40,16,41.667,6,2,0.333,4,4,26,12,50.0,3,1,gana_local,1
2024-06-02,alte brown,deportivo madryn,0,1,0.3783783783783784,0.8918918918918919,6,1,0.167,3,6,54,20,51.0,6,3,0.5,7,3,50,25,55.833,1,-1,gana_visitante,1
2024-06-01,talleres (re),deportivo maipu,2,3,0.4054054054054054,0.32432432432432434,6,1,0.167,3,5,58,25,46.833,6,2,0.333,6,7,64,22,47.833,5,-1,gana_visitante,1
2024-06-01,chacarita,club a guemes,2,0,0.2432432432432432,0.43243243243243246,6,1,0.167,6,9,39,14,49.0,6,2,0.333,4,5,47,22,47.833,2,2,gana_local,1
2024-06-01,nueva chicago,temperley,1,0,0.8918918918918919,0.5945945945945945,6,3,0.5,6,5,43,19,51.0,6,2,0.333,6,5,40,17,49.0,1,1,gana_local,1
2024-06-01,colon,atl rafaela,1,0,0.21621621621621623,0.1351351351351351,6,3,0.5,8,3,74,34,51.0,6,1,0.167,5,9,42,17,49.833,1,1,gana_local,1
2024-05-31,arsenal sarandi,racing cordoba,0,2,0.08108108108108103,0.6756756756756757,6,1,0.167,1,5,53,15,54.667,6,1,0.167,3,6,33,8,49.167,2,-2,gana_visitante,1
2024-05-28,temperley,gimnasia mendoza,1,3,0.5945945945945945,0.9459459459459459,6,2,0.333,6,3,47,22,49.833,6,2,0.333,6,7,74,26,55.0,4,-2,gana_visitante,1
2024-05-27,def de belgrano,aldosivi,0,2,0.5135135135135135,0.7837837837837838,6,3,0.5,10,7,32,13,48.167,6,3,0.5,7,5,76,33,50.167,2,-2,gana_visitante,1
2024-05-26,racing cordoba,san martin tuc,0,1,0.7297297297297297,1.0,6,1,0.167,4,6,31,10,50.333,6,2,0.333,3,0,66,21,52.167,1,-1,gana_visitante,1
2024-05-26,chaco for ever,estudiantes rio cuarto,3,0,0.027027027027026973,0.2702702702702703,6,2,0.333,5,3,40,19,52.0,6,5,0.833,10,2,58,27,56.0,3,3,gana_local,1
2024-05-26,gimnasia jujuy,talleres (re),2,1,0.7027027027027026,0.32432432432432434,6,2,0.333,7,5,37,19,51.333,6,1,0.167,2,4,57,25,47.167,3,1,gana_local,1
2024-05-26,patronato,arsenal sarandi,0,0,0.2432432432432432,0.05405405405405406,6,1,0.167,5,6,35,16,38.667,6,1,0.167,1,5,44,11,55.333,0,0,empate,1
2024-05-26,all boys,guillermo brown,1,1,0.7567567567567568,0.027027027027026973,6,2,0.333,3,4,25,14,48.667,6,1,0.167,2,7,40,12,41.0,2,0,empate,1
2024-05-26,almagro,ca mitre,0,0,0.21621621621621623,0.8378378378378378,6,1,0.167,2,9,38,13,46.333,6,1,0.167,1,5,49,12,45.5,0,0,empate,1
2024-05-26,alvarado,chacarita,2,1,0.18918918918918914,0.3783783783783784,6,2,0.333,4,9,50,25,50.667,6,2,0.333,8,7,41,14,50.833,3,1,gana_local,1
2024-05-26,deportivo maipu,quilmes,1,1,0.4864864864864865,0.7567567567567568,6,3,0.5,6,6,53,20,47.0,6,2,0.333,8,7,47,25,52.333,2,0,empate,1
2024-05-26,deportivo moron,nueva chicago,1,0,0.05405405405405406,0.9189189189189189,6,1,0.167,3,7,42,18,51.333,6,3,0.5,6,5,53,21,51.0,1,1,gana_local,1
2024-05-26,brown adrogue,gimnasia y tiro,0,0,0.1351351351351351,0.6756756756756757,6,1,0.167,5,12,51,15,45.333,6,2,0.333,3,2,60,20,49.333,0,0,empate,1
2024-05-26,club a guemes,ca estudiantes,1,0,0.43243243243243246,0.6216216216216216,6,1,0.167,4,6,44,14,47.0,6,3,0.5,7,1,41,14,50.667,1,1,gana_local,1
2024-05-26,deportivo madryn,atlanta,3,0,0.8918918918918919,0.4054054054054054,6,3,0.5,7,5,47,23,54.333,6,5,0.833,10,4,67,32,52.5,3,3,gana_local,1
2024-05-26,ferro carril oeste,san miguel,1,0,0.43243243243243246,0.5405405405405406,6,3,0.5,11,7,60,25,54.333,6,4,0.667,6,5,56,25,47.0,1,1,gana_local,1
2024-05-25,atl rafaela,alte brown,1,2,0.05405405405405406,0.2702702702702703,6,1,0.167,4,9,48,19,48.833,6,0,0.0,1,8,45,15,51.5,3,-1,gana_visitante,1
2024-05-25,agropecuario,defensores unidos,0,0,0.4864864864864865,0.0,6,1,0.167,3,5,47,17,48.0,6,1,0.167,6,9,35,15,43.833,0,0,empate,1
2024-05-25,tristan suarez,san martin sj,0,1,0.6486486486486487,0.9459459459459459,6,2,0.333,5,6,30,14,48.833,6,4,0.667,7,1,62,18,52.333,1,-1,gana_visitante,1
2024-05-25,san telmo,colon,2,0,0.7297297297297297,0.32432432432432434,6,2,0.333,6,5,51,17,51.333,6,4,0.667,10,1,67,34,52.0,2,2,gana_local,1
2024-05-21,nueva chicago,ferro carril oeste,3,1,0.8918918918918919,0.6216216216216216,6,2,0.333,4,6,49,21,49.167,6,3,0.5,11,5,63,28,54.0,4,2,gana_local,1
2024-05-21,ca mitre,brown adrogue,1,0,0.8378378378378378,0.16216216216216217,6,1,0.167,2,5,48,12,45.167,6,1,0.167,6,12,59,18,46.0,1,1,gana_local,1
2024-05-21,san martin tuc,patronato,2,0,1.0,0.21621621621621623,6,2,0.333,4,0,70,20,51.167,6,1,0.167,6,5,31,14,40.167,2,2,gana_local,1
2024-05-20,alte brown,san telmo,0,0,0.4054054054054054,0.8108108108108107,6,0,0.0,2,9,52,17,49.333,6,3,0.5,8,5,48,18,54.333,0,0,empate,1
2024-05-19,estudiantes rio cuarto,def de belgrano,1,1,0.2432432432432432,0.4054054054054054,6,6,1.0,10,1,62,27,54.0,6,4,0.667,10,6,41,18,49.667,2,0,empate,1
2024-05-19,san martin sj,all boys,3,0,0.972972972972973,0.7567567567567568,6,3,0.5,5,2,61,18,52.167,6,2,0.333,3,2,22,12,47.5,3,3,gana_local,1
2024-05-19,colon,chaco for ever,1,0,0.32432432432432434,0.10810810810810811,6,4,0.667,11,2,70,38,53.833,6,2,0.333,5,4,38,20,51.0,1,1,gana_local,1
2024-05-19,aldosivi,almagro,1,0,0.8108108108108107,0.18918918918918914,6,2,0.333,8,7,71,32,49.667,6,1,0.167,2,10,28,9,44.667,1,1,gana_local,1
2024-05-19,chacarita,racing cordoba,2,2,0.32432432432432434,0.7027027027027026,6,2,0.333,7,6,46,16,51.0,6,1,0.167,2,5,36,9,48.667,4,0,empate,1
2024-05-19,defensores unidos,deportivo madryn,0,0,0.0,0.8918918918918919,6,1,0.167,7,10,41,19,45.333,6,4,0.667,9,5,53,26,54.167,0,0,empate,1
2024-05-19,gimnasia mendoza,deportivo moron,2,1,0.9459459459459459,0.1351351351351351,6,1,0.167,5,7,63,21,52.667,6,1,0.167,3,6,45,19,52.0,3,1,gana_local,1
2024-05-19,arsenal sarandi,tristan suarez,0,2,0.08108108108108103,0.6486486486486487,6,1,0.167,1,6,40,9,54.333,6,1,0.167,5,9,31,16,47.833,2,-2,gana_visitante,1
2024-05-19,guillermo brown,agropecuario,0,2,0.027027027027026973,0.5675675675675675,6,1,0.167,3,7,30,9,40.333,6,1,0.167,6,6,49,18,48.833,2,-2,gana_visitante,1
2024-05-19,atlanta,atl rafaela,2,0,0.3513513513513513,0.05405405405405406,6,4,0.667,8,6,69,35,49.167,6,1,0.167,4,8,48,18,50.333,2,2,gana_local,1
2024-05-19,ca estudiantes,alvarado,4,0,0.5135135135135135,0.2702702702702703,6,3,0.5,5,2,41,14,50.333,6,2,0.333,4,6,60,27,51.0,4,4,gana_local,1
2024-05-18,quilmes,gimnasia jujuy,2,1,0.7837837837837838,0.7297297297297297,6,2,0.333,7,6,49,24,54.333,6,3,0.5,7,3,47,21,51.167,3,1,gana_local,1
2024-05-18,san miguel,deportivo maipu,2,1,0.43243243243243246,0.3513513513513513,6,4,0.667,7,6,56,27,48.333,6,4,0.667,6,4,57,21,48.0,3,1,gana_local,1
2024-05-18,talleres (re),club a guemes,0,0,0.2432432432432432,0.5135135135135135,6,1,0.167,3,9,60,30,46.167,6,1,0.167,4,8,42,13,48.5,0,0,empate,1
2024-05-17,gimnasia y tiro,temperley,0,2,0.6756756756756757,0.45945945945945943,6,2,0.333,5,2,63,23,48.667,6,2,0.333,6,3,54,26,52.5,2,-2,gana_visitante,1
2024-05-14,def de belgrano,colon,1,0,0.43243243243243246,0.3783783783783784,6,3,0.5,9,7,49,19,50.5,6,4,0.667,11,3,68,36,54.167,1,1,gana_local,1
2024-05-14,all boys,arsenal sarandi,1,0,0.7567567567567568,0.08108108108108103,6,1,0.167,2,2,22,9,48.833,6,2,0.333,4,6,35,11,54.667,1,1,gana_local,1
2024-05-13,almagro,estudiantes rio cuarto,0,1,0.18918918918918914,0.2702702702702703,6,2,0.333,3,9,26,6,45.5,6,5,0.833,10,2,56,24,53.5,1,-1,gana_visitante,1
2024-05-12,racing cordoba,ca estudiantes,0,1,0.7027027027027026,0.5945945945945945,6,2,0.333,3,4,37,12,48.833,6,2,0.333,4,2,45,16,49.667,1,-1,gana_visitante,1
2024-05-12,nueva chicago,gimnasia mendoza,2,1,0.8918918918918919,0.9459459459459459,6,2,0.333,3,5,51,23,49.833,6,2,0.333,6,5,65,23,52.667,3,1,gana_local,1
2024-05-12,gimnasia jujuy,san miguel,3,0,0.7297297297297297,0.5135135135135135,6,2,0.333,4,4,46,17,49.667,6,4,0.667,7,3,51,23,48.833,3,3,gana_local,1
2024-05-12,patronato,chacarita,2,0,0.21621621621621623,0.29729729729729726,6,0,0.0,5,7,29,13,39.333,6,2,0.333,8,7,41,14,50.667,2,2,gana_local,1
2024-05-12,alvarado,talleres (re),2,0,0.21621621621621623,0.2432432432432432,6,1,0.167,2,6,49,19,49.167,6,1,0.167,4,8,51,26,47.333,2,2,gana_local,1
2024-05-12,deportivo maipu,ferro carril oeste,2,1,0.32432432432432434,0.45945945945945943,6,4,0.667,6,4,51,19,48.5,6,3,0.5,11,4,52,23,53.833,3,1,gana_local,1
2024-05-12,club a guemes,quilmes,1,0,0.45945945945945943,0.8108108108108107,6,0,0.0,3,8,40,12,48.0,6,2,0.333,8,6,58,31,55.5,1,1,gana_local,1
2024-05-12,guillermo brown,deportivo madryn,0,1,0.027027027027026973,0.8918918918918919,6,1,0.167,4,7,36,11,42.5,6,4,0.667,9,5,56,28,53.333,1,-1,gana_visitante,1
2024-05-12,san telmo,atlanta,0,1,0.7297297297297297,0.4054054054054054,6,4,0.667,9,4,56,23,53.5,6,3,0.5,7,9,60,27,49.333,1,-1,gana_visitante,1
2024-05-11,brown adrogue,aldosivi,0,1,0.16216216216216217,0.8648648648648649,6,1,0.167,6,12,49,17,45.5,6,2,0.333,8,7,71,34,47.167,1,-1,gana_visitante,1
2024-05-11,atl rafaela,defensores unidos,1,0,0.05405405405405406,0.0,6,0,0.0,3,9,48,15,49.0,6,1,0.167,7,9,43,20,46.333,1,1,gana_local,1
2024-05-11,agropecuario,san martin sj,0,1,0.5675675675675675,0.972972972972973,6,1,0.167,7,6,56,20,48.833,6,2,0.333,4,2,67,21,53.167,1,-1,gana_visitante,1
2024-05-11,chaco for ever,alte brown,0,0,0.08108108108108103,0.3783783783783784,6,2,0.333,5,5,32,13,46.667,6,0,0.0,3,10,56,20,52.333,0,0,empate,1
2024-05-11,tristan suarez,san martin tuc,0,0,0.6216216216216216,1.0,6,1,0.167,6,10,32,17,47.833,6,3,0.5,5,0,81,22,53.167,0,0,empate,1
2024-05-11,deportivo moron,gimnasia y tiro,0,0,0.10810810810810811,0.6216216216216216,6,2,0.333,6,6,49,19,49.5,6,2,0.333,6,3,63,22,51.0,0,0,empate,1
2024-05-10,temperley,ca mitre,2,0,0.5135135135135135,0.8378378378378378,6,1,0.167,4,3,61,27,52.167,6,1,0.167,2,4,45,12,47.833,2,2,gana_local,1
2024-05-08,patronato,san miguel,0,1,0.2702702702702703,0.45945945945945943,6,0,0.0,6,7,31,15,45.833,6,3,0.5,7,4,63,27,52.667,1,-1,gana_visitante,1
2024-05-07,talleres (re),racing cordoba,0,0,0.21621621621621623,0.7027027027027026,6,1,0.167,4,8,46,23,48.0,6,3,0.5,4,4,33,14,49.667,0,0,empate,1
2024-05-06,quilmes,alvarado,1,1,0.8108108108108107,0.29729729729729726,6,3,0.5,8,5,58,30,57.833,6,1,0.167,1,5,48,16,47.5,2,0,empate,1
2024-05-05,ferro carril oeste,gimnasia jujuy,2,0,0.4054054054054054,0.7567567567567568,6,2,0.333,11,6,56,24,55.333,6,2,0.333,5,3,54,22,52.333,2,2,gana_local,1
2024-05-05,gimnasia y tiro,nueva chicago,2,0,0.6486486486486487,0.8918918918918919,6,1,0.167,4,4,54,19,49.667,6,2,0.333,3,3,55,26,49.5,2,2,gana_local,1
2024-05-05,chacarita,tristan suarez,1,2,0.21621621621621623,0.6216216216216216,6,3,0.5,8,5,38,15,49.0,6,0,0.0,4,10,34,15,49.167,3,-1,gana_visitante,1
2024-05-04,san martin tuc,all boys,0,0,1.0,0.7837837837837838,6,3,0.5,5,1,82,23,53.5,6,1,0.167,4,4,19,7,46.833,0,0,empate,1
2024-05-04,aldosivi,temperley,1,1,0.8648648648648649,0.5945945945945945,6,2,0.333,7,6,56,24,48.5,6,2,0.333,4,2,58,23,51.667,2,0,empate,1
2024-05-04,ca mitre,deportivo moron,0,0,0.8378378378378378,0.16216216216216217,6,1,0.167,2,4,39,11,47.667,6,2,0.333,6,8,49,18,50.333,0,0,empate,1
2024-05-04,san martin sj,guillermo brown,1,0,0.972972972972973,0.027027027027026973,6,1,0.167,3,2,65,23,51.0,6,1,0.167,4,7,39,13,43.0,1,1,gana_local,1
2024-05-04,arsenal sarandi,agropecuario,1,0,0.05405405405405406,0.4864864864864865,6,1,0.167,3,7,35,12,53.5,6,1,0.167,8,6,51,21,50.833,1,1,gana_local,1
2024-05-04,alte brown,def de belgrano,0,2,0.3783783783783784,0.43243243243243246,6,0,0.0,3,9,49,16,50.833,6,2,0.333,7,10,51,20,50.667,2,-2,gana_visitante,1
2024-05-04,ca estudiantes,patronato,0,0,0.5945945945945945,0.2702702702702703,6,3,0.5,5,2,46,16,48.833,6,0,0.0,6,7,43,15,47.833,0,0,empate,1
2024-05-04,deportivo madryn,atl rafaela,1,1,0.9189189189189189,0.10810810810810811,6,4,0.667,8,5,59,26,53.667,6,0,0.0,2,8,50,15,49.667,2,0,empate,1
2024-05-04,gimnasia mendoza,deportivo maipu,0,1,0.9459459459459459,0.4054054054054054,6,2,0.333,6,4,58,19,50.5,6,4,0.667,6,4,52,20,50.0,1,-1,gana_visitante,1
